City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
468,Troy,US,42.6056,-83.1499,37.89,79,100,1.99,overcast clouds
469,Andra,RU,62.5147,65.8878,12.33,96,100,7.18,overcast clouds
470,Coari,BR,-4.085,-63.1414,76.66,88,90,1.21,moderate rain
471,Codrington,AU,-38.2667,141.9667,58.82,68,91,15.73,overcast clouds
472,Santa Helena De Goias,BR,-17.8136,-50.5969,80.37,66,100,2.66,overcast clouds
473,Gualeguay,AR,-33.1416,-59.3097,82.71,28,30,13.27,light rain
474,Srednekolymsk,RU,67.45,153.6833,-14.94,96,100,14.81,overcast clouds
475,Vila Franca Do Campo,PT,37.7167,-25.4333,63.19,76,23,2.3,few clouds
476,Lodja,CD,-3.4833,23.4333,70.88,95,100,0.67,overcast clouds
477,Alihe,CN,50.5667,123.7167,-1.98,92,24,2.04,few clouds
478,Poya,NC,-21.35,165.15,82.76,67,90,3.94,overcast clouds
479,Nouadhibou,MR,20.931,-17.0347,66.18,72,6,16.11,clear sky
480,Minggang,CN,32.4586,114.0486,44.11,33,51,3.2,broken clouds
481,Lompoc,US,34.6391,-120.4579,66.13,84,90,6.91,overcast clouds
482,Leningradskiy,RU,69.3833,178.4167,6.55,93,38,13.29,scattered clouds
483,Jiuquan,CN,39.7432,98.5174,27.19,35,0,2.44,clear sky
484,Alyangula,AU,-13.8483,136.4192,76.87,100,97,0.0,overcast clouds
485,Mandalgovi,MN,45.7625,106.2708,21.45,29,0,7.76,clear sky
486,Kodinsk,RU,58.6881,99.1844,31.32,96,100,11.5,snow
487,Dimona,IL,31.0667,35.0333,57.51,55,100,2.37,overcast clouds
488,Santa Maria,BR,-29.6842,-53.8069,81.7,47,0,11.5,clear sky
489,Kristiansund,NO,63.1115,7.732,25.45,68,75,5.75,broken clouds
490,Kemin,KG,42.7846,75.6892,42.1,58,97,5.01,overcast clouds
491,Maraa,BR,-1.8333,-65.3667,75.87,96,100,1.95,light rain
492,Fukue,JP,32.6881,128.8419,50.99,59,79,23.71,broken clouds
493,Pingdu,CN,36.7844,119.9464,31.44,61,0,5.1,clear sky
494,Luanda,AO,-8.8368,13.2343,78.8,83,75,11.5,light rain
495,Bhandara,IN,21.1667,79.65,68.59,55,63,5.37,broken clouds
496,Flinders,AU,-34.5833,150.8552,67.17,88,100,6.22,overcast clouds
497,Makakilo City,US,21.3469,-158.0858,77.61,79,90,8.05,light rain
498,Punta Alta,AR,-38.8759,-62.0736,59.61,62,95,15.48,overcast clouds
499,Cruzeiro Do Oeste,BR,-23.785,-53.0733,78.67,46,0,4.27,clear sky
500,Hay River,CA,60.8156,-115.7999,-5.82,77,90,17.27,light snow
501,Bosaso,SO,11.2842,49.1816,73.4,65,1,2.59,clear sky
502,Muros,ES,42.7762,-9.0603,57.24,93,42,15.86,scattered clouds
503,Milkovo,RU,54.7167,158.6167,20.01,95,74,0.92,broken clouds
504,Brookhaven,US,31.5791,-90.4407,74.35,69,60,4.03,broken clouds
505,Pangnirtung,CA,66.1451,-65.7125,17.6,67,90,4.61,overcast clouds
506,Katsuura,JP,35.1333,140.3,46.51,63,0,15.57,clear sky
507,Kosice,SK,48.6667,21.3333,25.29,93,0,3.44,clear sky
508,Xining,CN,36.6167,101.7667,25.7,36,0,2.46,clear sky
509,Orito,CO,0.6766,-76.8771,76.59,95,92,1.28,overcast clouds
510,Bikaner,IN,28.0167,73.3,64.26,27,0,5.61,clear sky
511,La Palma,US,33.8464,-118.0467,75.74,68,40,5.01,haze
512,Cascais,PT,38.6979,-9.4215,55.47,72,5,15.01,clear sky
513,Ilulissat,GL,69.2167,-51.1,15.82,62,20,32.21,few clouds
514,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,77.41,95,99,1.41,overcast clouds
515,Surt,LY,31.2089,16.5887,63.82,44,78,20.74,broken clouds
516,Broome,US,42.2506,-75.833,35.46,70,20,3.0,few clouds
517,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.61,83,24,11.72,few clouds
518,Pecos,US,31.4229,-103.4932,83.23,20,1,9.22,clear sky
519,Mackay,AU,-21.15,149.2,84.69,94,40,8.05,scattered clouds
520,Merritt Island,US,28.5392,-80.672,75.56,65,1,5.75,clear sky
521,Kigoma,TZ,-4.8769,29.6267,74.25,78,93,5.57,overcast clouds
522,Lagoa,PT,39.05,-27.9833,64.09,82,87,9.78,overcast clouds
523,Descalvado,BR,-21.9039,-47.6194,83.28,60,34,11.9,scattered clouds
524,Sanmenxia,CN,34.7747,111.1814,38.03,40,41,2.68,scattered clouds
525,Price,US,39.5994,-110.8107,58.12,32,1,0.0,clear sky
526,Nome,US,64.5011,-165.4064,6.87,85,90,27.63,snow
527,Kot Kapura,IN,30.5833,74.9,60.82,53,1,1.74,clear sky
528,Saint-Leu,RE,-21.15,55.2833,77.83,82,5,4.65,clear sky
529,Vynohradivka,UA,45.6812,28.5714,39.4,85,100,14.34,overcast clouds
530,Santa Cruz,BO,-17.8,-63.1667,85.46,70,40,10.36,scattered clouds
531,Bairiki,KI,1.3292,172.9752,84.2,70,20,5.75,few clouds
532,Killybegs,IE,54.6333,-8.45,46.24,70,100,23.78,light rain
533,Noumea,NC,-22.2763,166.4572,82.0,99,100,4.03,overcast clouds
534,Mukono,UG,0.3533,32.7553,69.55,94,100,0.94,light rain
535,Kununurra,AU,-15.7667,128.7333,80.58,89,99,0.0,overcast clouds
536,Taoudenni,ML,22.6783,-3.9836,66.56,15,84,12.57,broken clouds
537,Binzhou,CN,37.3667,118.0167,37.29,58,0,5.21,clear sky
538,Surman,LY,32.7567,12.5716,52.95,66,85,18.28,overcast clouds
539,Geraldton,AU,-28.7667,114.6,72.12,63,0,12.66,clear sky
540,Thinadhoo,MV,0.5333,72.9333,81.37,79,24,10.63,few clouds
541,Japura,ID,-0.3167,102.35,73.96,96,100,3.02,heavy intensity rain
542,Saint-Pierre,RE,-21.3393,55.4781,78.44,73,0,5.75,clear sky
543,Tallahassee,US,30.4383,-84.2807,75.4,65,75,4.61,broken clouds
544,Puerto Del Rosario,ES,28.5004,-13.8627,65.95,68,40,21.85,scattered clouds
545,Kholodnyy,RU,62.7167,147.95,-27.02,100,99,2.21,overcast clouds
546,General Pico,AR,-35.6566,-63.7568,60.94,92,99,9.91,overcast clouds
547,Dillon,US,34.4166,-79.3712,79.14,44,0,4.9,clear sky
548,Guerrero Negro,MX,27.9769,-114.0611,69.37,58,2,14.94,clear sky
549,Sao Luiz Gonzaga,BR,-28.4083,-54.9608,81.16,39,0,5.03,clear sky
550,Khasan,RU,42.4308,130.6434,20.39,63,1,17.67,clear sky
551,Wyndham,US,37.6985,-77.6125,62.46,45,1,1.99,clear sky
552,Luanshya,ZM,-13.1367,28.4166,69.98,48,51,5.28,broken clouds
553,Kungurtug,RU,50.5994,97.5228,3.06,82,63,2.73,broken clouds
554,Dangriga,BZ,16.9692,-88.2321,82.98,65,32,6.13,scattered clouds
555,Mawlaik,MM,23.6333,94.4167,63.68,93,91,0.49,overcast clouds
556,Yarmouth,US,41.7057,-70.2286,41.18,49,1,8.05,clear sky
557,Frontera,MX,26.9333,-101.45,87.55,27,20,0.0,few clouds
558,Novi Ligure,IT,44.7608,8.7896,45.88,88,22,2.62,few clouds
559,Savonlinna,FI,61.8699,28.88,21.25,79,90,10.36,light snow
560,Gatton,AU,-27.55,152.2833,78.42,67,24,1.88,few clouds
561,Port Blair,IN,11.6667,92.75,79.25,83,13,8.16,few clouds
562,Athens,GR,37.9795,23.7162,64.2,75,40,5.99,scattered clouds
563,Rovaniemi,FI,66.5,25.7167,13.41,85,0,10.36,clear sky
564,Eskisehir,TR,39.7767,30.5206,46.31,76,75,8.05,light rain
565,Bowen,AU,-20.0167,148.2333,79.02,71,10,10.16,clear sky
566,San Patricio,US,28.017,-97.5169,86.09,57,1,11.72,clear sky
567,Rio Grande,BR,-32.035,-52.0986,75.31,69,7,15.35,clear sky
568,Kaiyuan,CN,23.6977,103.3037,47.12,90,14,2.26,few clouds
569,Asau,RO,46.4333,26.4,34.75,82,100,2.21,light rain
570,Guiratinga,BR,-16.3494,-53.7583,77.63,82,66,1.77,broken clouds
571,Namatanai,PG,-3.6667,152.4333,81.73,82,97,7.16,moderate rain
572,Mocuba,MZ,-16.8392,36.9856,80.94,59,0,6.71,clear sky
573,Oranjemund,NA,-28.55,16.4333,63.73,78,69,14.2,broken clouds
574,Ranipur,PK,27.2879,68.5051,57.25,22,0,4.14,clear sky
575,Nantucket,US,41.2835,-70.0995,41.14,57,32,27.22,scattered clouds
576,Purwodadi,ID,-7.0868,110.9158,78.51,88,100,3.24,overcast clouds
577,Alagoinhas,BR,-12.1356,-38.4192,75.04,75,99,6.98,overcast clouds
578,Saint Pete Beach,US,27.7253,-82.7412,75.67,69,1,1.01,clear sky
579,Honiara,SB,-9.4333,159.95,84.15,72,100,1.45,overcast clouds
580,Cayenne,GF,4.9333,-52.3333,77.09,91,89,3.44,overcast clouds
581,Hauterive,FR,46.0901,3.4459,50.76,93,100,9.24,light rain
582,Upington,ZA,-28.4478,21.2561,66.58,94,100,9.22,light rain
583,Lazaro Cardenas,MX,17.9583,-102.2,83.41,71,65,9.66,broken clouds
584,Novyy Oskol,RU,50.7631,37.8691,44.64,91,100,14.9,light rain
585,Scarborough,GB,54.2797,-0.4044,44.51,89,48,1.01,scattered clouds
586,Bafra,TR,41.5678,35.9069,49.78,53,34,9.17,scattered clouds
587,Roatan,HN,16.3244,-86.5366,82.27,80,66,1.99,broken clouds
588,Victor Harbor,AU,-35.5667,138.6167,60.46,67,26,1.99,scattered clouds
589,Bahce,TR,37.1972,36.5766,43.56,52,100,5.93,overcast clouds
590,Pangai,TO,-19.8,-174.35,80.71,78,75,13.8,light rain
591,Predivinsk,RU,57.0669,93.4378,34.29,90,100,14.36,overcast clouds
592,Ixtapa,MX,20.7,-105.2,82.22,80,3,7.0,clear sky
593,George,ZA,-33.963,22.4617,60.22,75,100,4.27,overcast clouds
594,Malko Tarnovo,BG,41.9833,27.5333,51.78,89,100,13.85,light rain
595,Karabuk,TR,41.2049,32.6277,45.37,75,30,3.85,scattered clouds
596,Ciudad Ojeda,VE,10.1964,-71.3082,82.51,73,44,8.43,scattered clouds
597,Taunggyi,MM,20.7833,97.0333,50.76,85,59,2.53,broken clouds
598,Glens Falls,US,43.3095,-73.644,35.74,48,1,1.01,clear sky
599,Chillan,CL,-36.6066,-72.1034,77.32,27,20,3.44,few clouds
600,Evensk,RU,61.95,159.2333,-18.56,74,9,9.95,clear sky
601,North Platte,US,41.1239,-100.7654,58.98,34,1,5.99,clear sky
602,Coruripe,BR,-10.1256,-36.1756,79.52,82,14,15.19,few clouds
603,Karema,TZ,-6.8205,30.4389,73.54,71,5,3.02,clear sky
604,Goldap,PL,54.3063,22.3036,31.69,97,91,10.0,light snow
605,Megion,RU,61.0296,76.1136,24.82,94,100,15.37,light snow
606,Walvis Bay,NA,-22.9575,14.5053,62.1,88,0,4.61,clear sky
607,Pandan,PH,14.0453,124.1694,76.14,77,85,18.5,overcast clouds
608,Florian,CO,5.8049,-73.9703,66.52,96,96,1.1,overcast clouds
609,Gobabis,NA,-22.45,18.9667,71.1,62,96,6.42,light rain
610,Koslan,RU,63.4564,48.8989,-4.68,92,44,4.9,scattered clouds
611,Voh,NC,-20.9667,164.7,83.86,67,35,4.0,light rain
612,Kuragino,RU,53.8975,92.6725,22.71,89,100,2.95,overcast clouds
613,Jieshi,CN,22.8134,115.8257,55.94,57,2,12.35,clear sky
614,Viedma,AR,-40.8135,-62.9967,61.97,37,80,13.22,broken clouds
615,College,US,64.8569,-147.8028,-19.41,73,1,3.44,clear sky
616,Palauig,PH,15.435,119.9045,75.29,68,59,6.89,broken clouds
617,Makiyivka,UA,48.0478,37.9258,46.42,86,100,12.93,overcast clouds
618,Uruguaiana,BR,-29.7547,-57.0883,85.93,39,0,13.8,clear sky
619,Smirnykh,RU,49.75,142.8333,8.17,84,77,9.42,broken clouds
620,Wencheng,CN,33.0559,113.7978,44.47,34,76,2.86,broken clouds
621,Kampot,KH,10.6167,104.1833,77.05,85,31,8.21,scattered clouds
622,Skjervoy,NO,70.0311,20.9714,24.46,74,6,23.35,clear sky
623,Nakamura,JP,32.9833,132.9333,43.56,69,42,8.77,scattered clouds
624,Dedougou,BF,12.4667,-3.4667,79.9,17,75,7.83,broken clouds
625,Broken Hill,AU,-31.95,141.4333,58.71,55,51,18.41,broken clouds
626,Awjilah,LY,29.1081,21.2869,65.43,27,100,16.31,overcast clouds
627,Podgorica,ME,42.4411,19.2636,47.52,87,90,14.97,overcast clouds
628,Moose Factory,CA,51.2585,-80.6094,5.0,56,1,12.66,clear sky
629,Okhotsk,RU,59.3833,143.3,-18.24,88,58,16.33,broken clouds
630,Gudari,IN,19.35,83.7833,66.22,94,100,3.65,overcast clouds
631,Calabozo,VE,8.9242,-67.4293,87.28,42,92,6.06,overcast clouds
632,Biancavilla,IT,37.6451,14.8671,51.82,90,100,5.32,light rain
633,Mahajanga,MG,-15.7167,46.3167,80.62,74,20,4.61,few clouds
634,Mount Isa,AU,-20.7333,139.5,89.37,31,71,3.44,broken clouds
635,Umm Lajj,SA,25.0213,37.2685,75.45,62,8,9.69,clear sky
636,Atasu,KZ,48.6814,71.6433,16.56,97,41,2.62,scattered clouds
637,Irituia,BR,-1.7711,-47.4381,76.42,91,99,4.5,moderate rain
638,Saint-Francois,FR,46.4154,3.9054,40.68,93,90,9.22,light rain
639,San Jeronimo,PE,-11.9472,-75.2829,59.13,62,99,6.04,overcast clouds
640,Asekeyevo,RU,53.5742,52.7972,35.76,99,100,11.72,overcast clouds
641,Atherton,GB,53.5237,-2.4935,45.21,91,100,1.01,overcast clouds
642,Acarau,BR,-2.8856,-40.12,81.07,80,32,15.75,heavy intensity rain
643,Iqaluit,CA,63.7506,-68.5145,6.53,71,40,5.99,scattered clouds
644,Coihueco,CL,-36.6167,-71.8333,75.94,27,20,3.44,few clouds
645,Alappuzha,IN,9.49,76.3264,77.95,85,30,4.38,scattered clouds
646,Grand-Santi,GF,4.25,-54.3833,73.51,98,76,2.53,broken clouds
647,Almaznyy,RU,48.0448,40.045,44.74,73,91,15.17,light rain
648,Kovacica,RS,45.1117,20.6214,41.25,73,93,5.66,overcast clouds
649,Zhigansk,RU,66.7697,123.3711,-35.32,97,88,13.73,overcast clouds
650,Tainan,TW,22.9908,120.2133,58.78,76,20,2.3,few clouds
651,San Jose,US,37.3394,-121.895,62.89,75,75,3.44,haze
652,Los Llanos De Aridane,ES,28.6585,-17.9182,62.13,69,75,7.0,broken clouds
653,Kalmunai,LK,7.4167,81.8167,76.69,87,81,2.64,broken clouds
654,Trinidad,BO,-14.8333,-64.9,85.98,74,75,4.61,heavy intensity rain
655,Wageningen,NL,51.9667,5.6667,40.95,94,90,12.66,mist
656,Teahupoo,PF,-17.8333,-149.2667,78.76,76,24,16.93,few clouds
657,Jega,NG,12.2175,4.3792,77.76,16,16,8.14,few clouds
658,Utraula,IN,27.3167,82.4167,62.06,76,57,5.06,broken clouds
659,Khandyga,RU,62.6667,135.6,-43.96,99,63,3.49,broken clouds
660,Khon Kaen,TH,16.5,102.0833,55.83,69,69,2.64,broken clouds
661,Vestmanna,FO,62.1564,-7.1664,31.12,93,65,0.0,broken clouds
662,Coolum Beach,AU,-26.5333,153.1,79.34,81,9,7.61,clear sky
663,North Bend,US,43.4065,-124.2243,56.86,85,1,6.91,clear sky
664,Batagay-Alyta,RU,67.8006,130.4114,-42.2,94,9,2.91,clear sky
665,Hoorn,NL,52.6431,5.0578,44.58,93,100,12.64,overcast clouds
666,Pacific Grove,US,36.6177,-121.9166,62.6,79,40,3.0,scattered clouds
667,Madre De Deus,BR,-12.7408,-38.6208,82.45,76,92,8.21,overcast clouds
668,Ponta Delgada,PT,37.7333,-25.6667,63.5,82,75,5.75,broken clouds
669,Mbekenyera,TZ,-10.0,38.9833,71.06,90,2,6.33,clear sky
670,Bilma,NE,18.6853,12.9164,70.92,17,46,7.27,scattered clouds
671,Eyl,SO,7.9803,49.8164,76.21,64,2,14.12,clear sky
672,Vung Tau,VN,10.346,107.0843,74.95,85,82,4.0,broken clouds
673,Talara,PE,-4.5772,-81.2719,75.96,64,0,16.11,clear sky
674,Ritchie,ZA,-29.038,24.6028,65.41,87,100,6.85,moderate rain
675,Ngunguru,NZ,-35.6167,174.5,70.16,76,100,11.16,light rain
676,Moosomin,CA,50.1333,-101.6677,24.24,67,64,18.07,broken clouds
677,Navalmoral De La Mata,ES,39.8916,-5.5406,47.97,78,5,2.04,clear sky
678,Gizo,SB,-8.103,156.8419,83.48,71,100,4.18,overcast clouds
679,Mankono,CI,8.0586,-6.1897,80.78,49,66,3.8,broken clouds
680,Bodden Town,KY,19.2833,-81.25,84.2,76,20,8.01,few clouds
681,La Libertad,EC,-2.2333,-80.9,76.66,73,75,9.22,broken clouds
682,Milin,CZ,49.6319,14.046,29.89,100,72,6.58,broken clouds
683,Tromso,NO,69.6496,18.957,17.62,62,0,5.75,clear sky
684,Naigarhi,IN,24.7833,81.7833,60.66,50,98,3.2,overcast clouds
685,Salinopolis,BR,-0.6136,-47.3561,79.29,83,99,7.83,overcast clouds
686,Elko,US,41.0002,-115.5012,57.63,40,1,5.99,clear sky
687,Satinka,RU,52.3792,41.6819,42.93,86,97,20.27,overcast clouds
688,Imeni Poliny Osipenko,RU,52.4201,136.4853,-25.64,100,72,0.94,broken clouds
689,Ilam,NP,26.9167,87.9167,56.55,85,96,4.03,overcast clouds
690,Olinda,BR,-8.0089,-34.8553,82.13,74,40,10.36,scattered clouds
691,Ahtopol,BG,42.1,27.95,55.87,77,100,12.82,overcast clouds
692,Inuvik,CA,68.3499,-133.7218,-22.79,69,40,2.3,scattered clouds
693,Hobyo,SO,5.3505,48.5268,78.48,70,11,14.36,few clouds
694,Jasper,US,37.2001,-94.3502,72.27,61,40,1.01,scattered clouds
695,Swift Current,CA,50.2834,-107.8014,31.01,55,1,13.8,clear sky
696,Lindi,TZ,-10.0,39.7167,74.26,91,7,2.42,clear sky
697,Hashtrud,IR,37.4779,47.0508,30.79,64,0,2.71,clear sky
698,Jiaojiang,CN,28.6803,121.4428,41.0,68,69,4.63,broken clouds
699,Port-Cartier,CA,50.0334,-66.8654,21.74,63,12,18.28,few clouds
700,Belaya Gora,RU,68.5333,146.4167,-19.59,97,100,2.37,overcast clouds
701,Imbituba,BR,-28.24,-48.6703,71.49,79,97,9.42,overcast clouds
702,Capaci,IT,38.1711,13.2393,55.13,76,100,8.01,overcast clouds
